1024 3 M
 -0.262418 0.626611 0.345827 -0.227993 0.587168 1.472014
 -0.971523 0.196588 -0.493314 0.452427 0.617964 0.518895
 -0.742642 0.995744 0.377978 -1.285687 0.968611 1.740156
 -1.004770 -1.005116 0.680901 0.549721 0.507285 -0.303238
 -0.285008 0.951134 -0.548783 0.961266 -0.774657 0.540569
 -0.345096 -0.550215 0.939271 0.002395 0.092841 -1.729025
 -0.819481 0.763258 0.973468 0.935145 -0.143785 1.181072
 -1.018150 -0.953651 0.466250 0.124082 -0.633865 1.150187
 0.639048 -0.451666 -0.514741 0.672264 0.062670 -1.325777
 -0.502808 -0.250513 -0.947431 0.939090 2.223841 -1.032330
 -0.477507 -0.318924 -0.895321 -0.497101 1.179915 0.831763
 0.917700 0.343253 -1.083830 0.596507 1.657656 -1.793962
 0.498208 0.131407 0.740031 -0.282903 1.379979 0.562568
 -0.594191 -0.416068 -0.395605 -1.545879 -0.183862 0.271530
 0.128223 0.620899 -0.656402 -0.438443 1.601822 -1.748333
 -0.660267 -0.843303 -0.428567 -0.994493 0.987648 1.404135
 0.081982 0.493550 -1.055983 0.447814 -0.428470 0.756566
 0.105896 0.052473 0.561033 -0.507126 -1.870843 0.280904
 0.553150 0.074109 -0.482813 -0.143351 1.286583 -1.838400
 0.351129 -0.095089 -0.774322 0.466862 0.435483 0.568896
 -0.549334 -0.060912 -1.055147 2.333391 0.684899 0.315381
 0.731494 0.561255 -0.945828 1.421266 0.648169 -0.843469
 0.921277 1.004964 -0.665084 -1.133910 0.286368 1.194321
 -0.823343 -0.647619 0.325809 -0.814536 0.411387 -0.332559
 -0.610957 0.222061 -0.920766 0.075952 -0.028987 -0.154480
 0.589016 0.845957 -0.698098 0.822726 -0.258776 1.824888
 0.222426 -0.194072 0.484522 1.824193 -0.320152 -0.495377
 1.032699 0.406315 -0.379998 -0.972509 -1.071509 -0.187678
 -0.202535 0.465809 -0.418938 -0.024105 0.915892 1.388565
 -0.143110 0.749819 -0.997268 0.164023 -0.312037 -2.886825
 -0.829903 0.699963 0.151393 -1.101092 0.611814 0.812179
 0.934139 1.057423 -0.517967 0.655590 -0.351585 -0.626689
 -0.422501 -0.401269 0.233599 0.777343 -2.157810 -0.809876
 0.526693 0.703233 -0.459331 0.042057 -0.512815 0.348055
 1.080454 0.595487 0.536531 -0.069537 -1.433244 -0.317093
 -1.042577 -0.831275 -0.257397 1.227397 -0.372243 -0.407723
 0.969503 -0.546718 -0.506974 0.460325 -0.564370 0.072770
 0.003984 1.047502 0.165242 0.413052 1.215644 1.205728
 -0.148103 -1.098745 0.485359 0.259210 0.881896 0.560727
 -0.419657 0.429536 1.087270 -0.253776 1.280184 0.539357
 -0.832361 -0.146903 -0.611208 0.090107 -0.013872 -0.348156
 1.046776 0.562196 0.841560 -0.551941 -0.565265 1.398825
 0.709007 -0.256051 -0.797819 -0.490069 0.030346 0.105093
 1.062074 0.729559 0.224945 -1.054110 1.288082 0.423656
 -0.327950 0.167581 -0.806558 0.096695 1.356712 0.255959
 0.649753 -0.733259 -0.527552 1.072752 0.269371 0.608254
 0.142607 0.274211 1.045448 -1.215940 -0.320971 1.544518
 -0.451750 -0.157019 -0.177160 2.155130 -0.326831 0.181300
 0.474484 0.148933 0.929814 0.907701 0.038224 1.470923
 0.747829 -0.172028 0.949372 0.988350 -0.280499 -0.431079
 -0.745348 0.058237 0.194976 -0.717596 0.346304 -0.894896
 1.093203 -1.008141 -0.934204 0.029747 0.903632 0.084969
 0.586967 0.452808 0.693697 0.946423 0.644027 -0.696421
 0.651040 -0.467645 -0.254415 -0.754299 -0.259860 -0.389509
 1.070034 -0.381662 -0.999500 1.073856 -0.437098 0.342684
 0.034385 0.731363 0.090546 0.138717 -0.168855 -1.365608
 -1.065142 -0.462597 -0.930567 -0.008523 -1.975441 1.785403
 0.942677 0.807665 -1.049510 1.069958 1.541342 -0.820585
 -0.039016 -0.920931 0.609228 2.108604 0.661477 0.622675
 -0.182595 -0.036056 0.295343 1.394981 0.364142 -0.309191
 -0.891630 0.180592 0.442225 0.107027 -0.954530 -0.570727
 0.366228 -0.677969 0.132277 0.928333 1.115859 1.721374
 0.965770 0.524413 0.702321 0.868015 0.648595 -1.154498
 -1.015433 0.738553 -0.935911 0.312763 0.426176 0.938140
 0.346146 -0.635196 -0.738148 -1.725758 -0.605274 -1.052288
 0.383941 -0.358828 0.786597 -0.288578 -0.377172 -1.802115
 0.896134 -0.518848 0.869851 -0.395145 0.630449 2.089381
 0.948890 0.297675 -0.551148 0.002550 1.098190 0.867413
 0.617545 -0.191773 -0.061659 -0.108934 1.221319 -0.654127
 0.776961 -0.510251 -0.774173 -0.721722 1.710582 0.630235
 0.836675 0.605242 -1.010466 0.200616 -0.093946 0.043202
 0.651865 0.667151 -0.374352 -1.126243 -0.901683 -0.237911
 0.400147 -0.267907 0.197279 -1.264954 1.701407 0.402063
 -1.016730 0.348451 -0.844920 1.512400 0.950564 1.187907
 -0.620501 -1.021086 0.441471 -1.155821 1.078481 -0.758063
 -0.131698 0.127373 -0.716159 0.589419 -0.375300 0.464874
 -0.780881 -0.588205 0.190965 0.072720 -0.354145 -0.572299
 0.467059 -0.098792 0.966028 1.640890 0.245623 -1.182102
 -0.424166 0.434620 -0.669021 0.352150 -1.804909 0.491632
 0.877592 1.070933 -1.025987 1.485990 -1.484480 -1.161284
 0.847171 0.885006 -0.540242 0.050662 0.061547 2.490868
 -0.711656 0.271981 0.326371 -0.130110 -0.873173 -0.758582
 0.691774 -0.471210 0.561533 1.717555 -0.289986 -0.355385
 -0.733107 0.621209 0.225391 0.034415 1.882221 -0.295640
 -0.573609 -0.835231 1.007909 -0.364052 -0.678452 0.599856
 0.190446 0.046644 -0.139414 -0.126524 -1.507033 -0.356653
 0.735402 -0.350004 0.873415 -0.424150 0.703253 -2.825497
 0.606771 0.089424 -0.529792 0.306114 -1.385420 0.038581
 -0.802212 0.891092 0.871658 0.570291 0.179659 0.392286
 -0.453574 -0.865948 0.625243 0.949663 -1.223853 0.460409
 -1.026429 -0.478802 -0.378206 0.627158 -1.431446 -1.323107
 0.241131 -0.042916 0.993546 0.735844 -0.182352 -1.780529
 0.712150 -0.461657 1.013818 -0.479869 -0.013414 0.110854
 -0.488904 0.780904 0.362621 0.060364 0.361337 0.476725
 0.687284 0.955661 0.509582 2.355917 -1.120273 1.995748
 1.005215 0.803344 -0.138949 -1.425594 0.788433 -0.166612
 0.110170 -0.824236 0.269359 0.012772 -2.138149 0.247933
 -0.654444 -0.027153 0.740056 -0.416710 -2.345372 -0.163481
 0.029229 0.414334 -0.497932 0.313409 -0.885128 -1.072494
 -0.958217 0.138563 0.594393 -0.389753 -0.012511 0.330036
 0.421128 -0.366576 1.075405 0.359093 0.364184 -0.337568
 0.007939 0.167043 -0.617024 1.026684 -1.344367 2.144006
 -1.060408 -0.041537 0.044777 -0.159383 0.137910 -0.030799
 0.764496 -0.095020 0.662766 1.483214 0.513499 -1.375701
 -0.785801 0.296278 0.721018 -1.752527 0.786502 0.508962
 -0.836658 0.476174 -0.438089 2.299457 -0.389192 0.168233
 0.687153 0.994926 0.255302 1.723091 1.312924 -0.139184
