0 -1
4 -1
6 2
12 -1
14 10
16 8
24 -1
26 22
28 20
30 18
40 -1
42 38
44 36
46 34
48 32
60 -1
62 58
64 56
66 54
68 52
70 50
84 -1
86 82
88 80
90 78
92 76
94 74
96 72
112 -1
114 110
116 108
118 106
120 104
122 102
124 100
126 98
144 -1
146 142
148 140
150 138
152 136
154 134
156 132
158 130
160 128
180 -1
182 178
184 176
186 174
188 172
190 170
192 168
194 166
196 164
198 162
220 -1
222 218
224 216
226 214
228 212
230 210
232 208
234 206
236 204
238 202
240 200
264 -1
266 262
268 260
270 258
272 256
274 254
276 252
278 250
280 248
282 246
284 244
286 242
312 -1
314 310
316 308
318 306
320 304
322 302
324 300
326 298
328 296
330 294
332 292
334 290
336 288
364 -1
366 362
368 360
370 358
372 356
374 354
376 352
378 350
380 348
382 346
384 344
386 342
388 340
390 338
