-1.8324599999999999e-01 -1.0536939999999999e+00 -7.7769500000000003e-01  -1.1941385353444915e+00 5.5890194466677174e+00 -1.6379339851567019e+00 -2.3863602643580712e+00 -1.2839075407422513e+00 4.5054325289564670e+00
-2.4548800000000001e-01 -1.1681980000000001e+00 -2.4179100000000001e-01  1.3918141951512324e+00 -7.9282917976164247e-01 -1.0602933143522588e+00 -6.8138866505413964e-01 1.6061158593456710e+00 -1.9889549609094297e+00
-1.0133049999999999e+00 -7.4055499999999996e-01 1.7350599999999999e-01  2.9411515892522233e-01 1.1735202475711028e+00 1.2014789431155282e+00 -2.0199608560231197e-01 1.7699331930955968e+00 1.2828314892650603e+00
-9.7571099999999999e-01 -9.5429699999999995e-01 -1.5808900000000001e-01  1.1469410231122572e+00 9.9227528842706769e-01 -1.0965631252440957e+00 -1.6356968147374811e+00 -1.4392508349833455e+00 -1.8434480065334968e+00
4.2307299999999998e-01 -8.3513099999999996e-01 1.4822519999999999e+00  -2.8218327077838118e-01 3.4853408028711473e-02 3.1328274832943365e-01 -5.5505501487835740e-01 1.2276181638703583e+00 -5.5681583186961836e-01
-1.6108500000000001e-01 1.0280350000000000e+00 -1.2185000000000000e-01  1.4485027771465533e+00 -2.9175850961231484e+00 -7.4873439169549250e-01 -1.0895042353407294e+00 -5.1874996291001792e-02 1.7574596601961610e+00
-2.0247200000000001e-01 -3.5700500000000002e-01 -2.7813599999999999e-01  3.3478940917461764e-01 -7.6135481000898142e-01 -8.0259409233693868e-01 2.3166401230172051e-01 1.9587029923293291e+00 1.5763433320443804e-01
8.6149699999999996e-01 -1.2825620000000000e+00 -3.3461500000000000e-01  -3.1722673616203279e-01 -1.4019027955769789e+00 -3.6292285512109801e-01 5.9911073376592050e-01 3.1931581152136151e-01 1.1191255555040963e-01
4.9563000000000003e-02 2.6381300000000002e-01 1.1195580000000001e+00  1.7594940612333249e-01 8.2416190000078393e-01 1.3743905491302022e+00 2.4566732418411825e+00 3.1907981605646292e+00 9.8436398964165184e-01
-2.5357900000000000e-01 6.8841600000000003e-01 1.9488999999999999e-02  4.3971210124595919e+00 -1.5360249515625661e+00 -1.2800963199935580e+00 -1.5395750715365006e+00 2.8985352609437540e+00 1.7186402412004127e+00
-1.2098650000000000e+00 3.5851100000000002e-01 -3.0608000000000000e-02  -2.5911843993409072e+00 3.5107415570464897e+00 4.2918296800402578e-01 1.0102392600642169e+00 1.4847534309224910e+00 2.0409361528270158e+00
-6.0666699999999996e-01 -1.1378090000000001e+00 8.7042399999999998e-01  3.5590961374804331e+00 -6.3935832415043761e+00 1.0453707068002920e+00 -9.3875886753750515e-01 -3.4940796984153255e-01 -5.0116439989361226e+00
-9.2448600000000003e-01 -6.4559599999999995e-01 -6.4919400000000005e-01  -5.3429760506542712e+00 1.1858300799462058e+00 -7.0817617530784938e-01 -6.0185234449013858e-01 8.6908959992842816e-02 -3.5593736007352279e-02
-6.0388900000000001e-01 -1.3770800000000000e-01 6.9385200000000002e-01  7.7393646370890568e-01 -5.0119029183320107e-01 -5.1531923689496439e-01 3.3970461668686331e+00 3.9788756262286651e-01 -1.7318342186919731e+00
-7.7616900000000000e-01 -2.9169800000000001e-01 -7.4220799999999998e-01  -1.6291934240480646e+00 1.9512291179115024e+00 7.5906007529368505e-02 -2.8205879193265532e-01 -2.1219295420634138e-01 2.3106059635140981e+00
-8.5569999999999993e-02 1.0750059999999999e+00 1.4728690000000000e+00  -1.9568534447344090e+00 1.2346792388853018e+00 1.0664942756413089e+00 -5.3722044268906384e+00 -8.1557520813672546e-01 -1.5919668933000868e+00
-3.5865000000000001e-02 -5.1385899999999995e-01 -4.5564399999999999e-01  5.0917873096929167e-01 -3.7793741546748783e-01 -6.6727271942903121e-01 2.4162866314360093e-01 1.6993939019541802e+00 4.6978171104458383e-01
-1.2486670000000000e+00 -1.0899770000000000e+00 8.2331900000000002e-01  -1.1991149515702264e+00 -4.0854537365813970e-01 -7.3717993924165581e-01 7.1600002780510694e-02 5.3954003688251562e-01 -2.9124543863815511e-01
