1.5338299999999999e-01 -2.3456800000000000e-01 -5.7459700000000002e-01 -3.4283993758921611e+00
4.7255500000000000e-01 6.2098100000000001e-01 -6.3151900000000005e-01 5.1716335858036266e-01
-1.2508589999999999e+00 4.8675299999999999e-01 9.8809999999999992e-03 4.3245650502382887e-01
-1.5678800000000001e-01 -7.4190199999999995e-01 -2.7422600000000003e-01 -2.8606517140537484e+00
-1.1093839999999999e+00 -4.6608999999999998e-02 1.2847670000000000e+00 -9.6355926099019579e-02
8.8124000000000002e-01 -1.0420469999999999e+00 -4.1009999999999998e-02 -2.0941774729712881e-01
-1.0650919999999999e+00 -9.8614400000000002e-01 -8.1035500000000005e-01 -4.3310700096645512e-02
-6.1669399999999996e-01 7.5224100000000005e-01 1.3969699999999999e-01 1.1209984084758067e+00
-1.0996030000000001e+00 6.7652900000000005e-01 4.6442000000000000e-01 3.8542559963924888e-01
-1.2639339999999999e+00 -7.3347200000000001e-01 -8.4553000000000000e-01 2.9916076042075367e-02
-1.0663750000000001e+00 1.0862010000000000e+00 3.5541600000000001e-01 4.2237188548028476e-01
5.7841399999999998e-01 -6.6689600000000004e-01 8.0426999999999998e-02 -1.8928542494795291e+00
-2.1608300000000000e-01 -3.1425300000000000e-01 -2.0814700000000000e-01 -5.0505859718768944e+00
9.5437700000000003e-01 -1.2385770000000000e+00 -4.0469500000000003e-01 -2.3727421840804319e-01
6.0536699999999999e-01 -1.0753470000000001e+00 -1.7875800000000000e-01 -6.6689435455518775e-01
1.0763659999999999e+00 4.0456799999999998e-01 -2.4270200000000000e-01 -4.4932065982784691e-01
7.8468700000000002e-01 5.4136799999999996e-01 8.8482499999999997e-01 -1.1263882768132873e-01
9.7047300000000003e-01 9.8002999999999996e-01 6.5619499999999997e-01 -1.3364648063926890e-01
1.0764240000000000e+00 5.5623100000000003e-01 -1.8137000000000000e-01 -4.6559515418330244e-01
6.3579399999999997e-01 1.3762999999999999e-02 2.7269399999999999e-01 -3.9683004529943302e+00
1.8378400000000000e-01 -1.2258890000000000e+00 1.1961670000000000e+00 -2.6929584097075027e-01
3.7785000000000002e-01 -2.1089300000000000e-01 8.8928499999999999e-01 -4.7337680580675007e-01
-4.9220500000000000e-01 -3.0187300000000000e-01 2.9829999999999999e-02 -3.6811100707670819e+00
3.8135999999999998e-01 7.0199699999999998e-01 1.4304190000000001e+00 1.0336658911475842e-01
-4.2640099999999997e-01 -5.2924700000000002e-01 8.1712000000000007e-02 5.5993971515248631e-01
8.1269800000000003e-01 9.4265399999999999e-01 1.2855790000000000e+00 4.1328881750873202e-02
3.6324600000000001e-01 -5.4683000000000002e-02 -8.2063600000000003e-01 7.3170197396767300e-01
4.7877999999999998e-01 -8.2870800000000000e-01 5.8288600000000002e-01 1.0015376081457374e+00
2.5214300000000001e-01 -8.0782500000000002e-01 -1.0221400000000000e-01 -1.9268950302512260e+00
2.4809000000000000e-01 4.8781500000000000e-01 2.2909800000000000e-01 -7.9158429450574985e+00
6.5700700000000001e-01 -8.5490900000000003e-01 -4.2072799999999999e-01 -8.5706971827759260e-01
